208	activity-movement	7.15
209	disease-infection	7.15
210	fee-payment	7.15
211	crime-violation	7.12
212	actress-actor	7.12
213	take-obtain	7.1
214	mouth-lip	7.1
215	steeple-chapel	7.08
216	band-orchestra	7.08
217	strength-might	7.07
218	value-belief	7.07
219	father-parent	7.07
220	horse-colt	7.07
221	right-justice	7.05
222	archbishop-bishop	7.05
223	arrive-come	7.05
224	recent-new	7.05
225	cattle-beef	7.03
226	pretend-portray	7.03
227	bird-hen	7.03
228	business-industry	7.02
229	alcohol-brandy	6.98
230	violent-angry	6.98
231	music-melody	6.98
232	monster-demon	6.95
233	flower-violet	6.95
234	illness-infection	6.9
235	adult-guardian	6.9
236	limb-leg	6.9
237	vision-perception	6.88
238	accept-acknowledge	6.88
239	ignore-avoid	6.87
240	mink-fur	6.83
241	new-fresh	6.83
242	ray-sunshine	6.83
243	cat-lion	6.75
244	imitate-portray	6.75
245	aisle-hallway	6.75
246	idea-scheme	6.75
247	accept-believe	6.75
248	appointment-engagement	6.75
249	boy-son	6.75
250	canyon-valley	6.75
251	alcohol-cocktail	6.73
252	big-broad	6.73
253	sofa-chair	6.67
254	dumb-foolish	6.67
255	world-globe	6.67
256	collect-save	6.67
257	chair-bench	6.67
258	cloud-mist	6.67
259	discuss-explain	6.67
260	money-capital	6.67
261	boy-brother	6.67
262	endurance-strength	6.58
263	composer-writer	6.58
264	bird-turkey	6.58
265	delightful-cheerful	6.58
266	violin-instrument	6.58
267	save-protect	6.58
268	situation-condition	6.58
269	cabin-hut	6.53
270	frustration-anger	6.5
271	marijuana-herb	6.5
272	mother-guardian	6.5
273	beautiful-wonderful	6.5
274	intelligence-logic	6.5
275	vehicle-bus	6.47
276	shelter-hut	6.47
277	ask-plead	6.47
278	water-ice	6.47
279	molecule-atom	6.45
280	cooperate-participate	6.43
281	navy-army	6.43
282	tin-aluminum	6.42
283	storm-hurricane	6.38
284	guilty-ashamed	6.38
285	withdraw-reject	6.38
286	acquire-find	6.38
287	book-text	6.35
288	aisle-hall	6.35
289	size-magnitude	6.33
290	hysteria-confusion	6.33
291	mouth-tooth	6.3
292	sandwich-lunch	6.3
293	appear-attend	6.28
294	priest-monk	6.28
295	whiskey-gin	6.28
296	driver-pilot	6.28
297	glass-crystal	6.27
298	winter-season	6.27
299	overcome-dominate	6.25
300	dictionary-definition	6.25
301	argue-persuade	6.23
302	article-journal	6.18
303	big-heavy	6.18
304	take-steal	6.18
305	kidney-organ	6.17
306	noise-rattle	6.17
307	greet-meet	6.17
308	organ-liver	6.15
309	hen-turkey	6.13
310	depth-magnitude	6.12
311	rhythm-melody	6.12
312	bed-furniture	6.08
313	attend-arrive	6.08
314	flu-fever	6.08
315	wealth-prestige	6.07
316	insect-bee	6.07
317	code-symbol	6.03
318	happiness-peace	6.03
319	pipe-cigar	6.03
320	oak-maple	6.03
321	impatient-anxious	6.03
322	beg-ask	6.0
323	cloud-fog	6.0
324	sunset-evening	5.98
325	rain-mist	5.97
326	lover-companion	5.97
327	unhappy-mad	5.95
328	belief-impression	5.95
329	army-legion	5.95
330	cat-pet	5.95
331	prince-king	5.92
332	enjoy-entertain	5.92
333	hard-dense	5.9
334	kill-destroy	5.9
335	friendly-generous	5.9
336	accident-catastrophe	5.9
337	intelligence-insight	5.9
338	laden-heavy	5.9
339	stomach-waist	5.9
340	moon-planet	5.87
341	clothes-fabric	5.87
342	guy-stud	5.83
343	goal-quest	5.83
344	house-apartment	5.8
345	determine-predict	5.8
346	comfort-safety	5.8
347	meat-bacon	5.8
348	deserve-earn	5.8
349	carry-bring	5.8
350	death-tragedy	5.8
351	disappear-shrink	5.8
352	remain-retain	5.75
353	child-boy	5.75
354	replace-restore	5.73
355	river-sea	5.72
356	elegance-style	5.72
357	woman-wife	5.72
358	opinion-idea	5.7
359	president-mayor	5.68
360	win-dominate	5.68
361	gun-cannon	5.68
362	crime-fraud	5.65
363	newspaper-information	5.65
364	book-story	5.63
365	tin-metal	5.63
366	polyester-cotton	5.63
367	meter-yard	5.6
368	beach-island	5.6
369	communication-television	5.6
370	cloud-storm	5.6
371	cab-bus	5.6
372	bias-opinion	5.6
373	helper-maid	5.58
374	doctor-orthodontist	5.58
375	machine-engine	5.58
376	floor-deck	5.55
377	vitamin-iron	5.55
378	august-month	5.53
379	tree-maple	5.53
380	know-believe	5.5
381	uncle-aunt	5.5
382	childish-foolish	5.5
383	exit-doorway	5.5
384	phrase-word	5.48
385	snow-weather	5.48
386	discussion-argument	5.48
387	absorb-learn	5.48
388	street-alley	5.48
389	clothes-cloth	5.47
390	day-dawn	5.47
391	action-course	5.45
392	opinion-choice	5.43
393	engage-marry	5.43
394	book-article	5.43
395	beer-beverage	5.42
396	keep-protect	5.4
397	door-doorway	5.4
398	era-decade	5.4
399	sad-terrible	5.4
400	girl-child	5.38
401	paper-cardboard	5.38
402	pain-harm	5.38
403	parent-adult	5.37
404	worker-employer	5.37
405	clothes-coat	5.35
406	intelligence-skill	5.35
407	join-marry	5.35
408	anatomy-biology	5.33
409	whiskey-champagne	5.33
410	man-husband	5.32
411	neck-spine	5.32
412	acknowledge-notify	5.3
413	strength-capability	5.28
414	door-gate	5.25
415	take-carry	5.23
416	plate-bowl	5.23
417	club-society	5.23
418	rail-fence	5.22
419	gossip-news	5.22
420	cooperate-join	5.18
421	clothes-jacket	5.15
422	give-allow	5.15
423	bible-hymn	5.15
424	vessel-vein	5.15
425	wine-brandy	5.15
426	argue-differ	5.15
427	bean-coffee	5.15
428	sugar-honey	5.13
429	cup-jar	5.13
430	car-carriage	5.13
431	think-decide	5.13
432	create-imagine	5.13
433	get-buy	5.08
434	argument-criticism	5.08
435	meter-inch	5.08
436	take-receive	5.08
437	birthday-date	5.08
438	army-squad	5.08
439	belief-concept	5.08
440	afraid-anxious	5.07
441	nice-generous	5.0
442	book-bible	5.0
443	story-topic	5.0
444	joy-pride	5.0
445	absorb-possess	5.0
446	muscle-tongue	5.0
447	grass-moss	5.0
448	please-entertain	5.0
449	book-information	5.0
450	baby-daughter	5.0
451	captain-sailor	5.0
452	argue-justify	5.0
453	accident-emergency	4.93
454	listen-obey	4.93
455	calf-bull	4.93
456	gut-nerve	4.93
457	death-burial	4.93
458	kill-choke	4.92
459	basketball-baseball	4.92
460	worker-mechanic	4.92
461	science-psychology	4.92
462	add-build	4.92
463	lake-swamp	4.92
464	say-verify	4.9
465	cloud-weather	4.87
466	day-morning	4.87
467	understand-forgive	4.87
468	game-action	4.85
469	arm-shoulder	4.85
470	assume-predict	4.85
471	cherish-keep	4.85
472	chief-mayor	4.85
473	man-father	4.83
474	argue-prove	4.83
475	discover-originate	4.83
476	complain-argue	4.8
477	gather-attend	4.8
478	snow-storm	4.8
479	body-spine	4.78
480	want-choose	4.78
481	reject-avoid	4.78
482	fact-insight	4.77
483	sheep-cattle	4.77
484	become-appear	4.77
485	make-become	4.77
486	think-inquire	4.77
487	sorrow-shame	4.77
488	word-literature	4.77
489	book-essay	4.72
490	man-warrior	4.72
491	journey-conquest	4.72
492	read-comprehend	4.7
493	beach-sea	4.68
494	wall-brick	4.68
495	toe-finger	4.68
496	sky-universe	4.68
497	understand-listen	4.68
498	pretend-seem	4.68
499	speak-acknowledge	4.67
500	doctor-professor	4.65
501	cousin-uncle	4.63
502	second-minute	4.62
503	room-cell	4.58
504	grass-blade	4.57
505	actor-singer	4.52
506	cheek-tongue	4.52
507	god-priest	4.5
508	flower-bulb	4.48
509	kill-hang	4.45
510	body-chest	4.45
511	effort-difficulty	4.45
512	beer-champagne	4.45
513	date-calendar	4.42
514	leave-ignore	4.42
515	achieve-try	4.42
516	school-grade	4.42
517	breakfast-supper	4.4
518	breakfast-bacon	4.37
519	take-deliver	4.37
520	teacher-rabbi	4.37
521	attitude-confidence	4.35
522	house-barn	4.33
523	lens-camera	4.28
524	blood-flesh	4.28
525	illegal-immoral	4.28
526	teacher-helper	4.28
527	boat-deck	4.28
528	hill-cliff	4.28
529	pollution-atmosphere	4.25
530	flower-bush	4.25
531	friend-guest	4.25
532	do-happen	4.23
533	father-brother	4.2
534	argue-rationalize	4.2
535	bad-guilty	4.2
536	camp-cabin	4.2
537	bone-teeth	4.17
538	hand-foot	4.17
539	learn-evaluate	4.17
540	daughter-kid	4.17
541	bone-jaw	4.17
542	bone-knee	4.17
543	college-class	4.13
544	agree-please	4.13
545	death-catastrophe	4.13
546	man-child	4.13
547	explain-prove	4.1
548	easy-flexible	4.1
549	anger-mood	4.1
550	verify-justify	4.08
551	arm-body	4.05
552	apple-lemon	4.05
553	milk-juice	4.05
554	wealth-fame	4.02
555	accomplish-become	4.0
556	go-enter	4.0
557	letter-paragraph	4.0
558	weekend-week	4.0
559	succeed-try	3.98
560	bold-proud	3.97
561	song-story	3.97
562	hand-wrist	3.97
563	logic-arithmetic	3.97
564	job-management	3.97
565	crowd-parade	3.93
566	body-stomach	3.93
567	forgive-forget	3.92
568	band-parade	3.92
569	man-uncle	3.92
570	friend-guy	3.88
571	nerve-brain	3.88
572	deliver-carry	3.88
573	learn-listen	3.88
574	hand-thumb	3.88
575	arm-bone	3.83
576	son-father	3.82
577	brow-eye	3.82
578	say-participate	3.82
579	bone-ankle	3.82
580	box-booth	3.8
581	guitar-drum	3.78
582	bone-elbow	3.78
583	yard-inch	3.78
584	beach-reef	3.77
585	go-send	3.75
586	cereal-wheat	3.75
587	mountain-ledge	3.73
588	accept-forgive	3.73
589	chicken-steak	3.73
590	door-corridor	3.73
591	nose-mouth	3.73
592	fee-salary	3.72
593	ask-pray	3.72
594	dinner-soup	3.72
595	assume-pretend	3.72
596	arm-muscle	3.72
597	word-dictionary	3.68
598	plane-airport	3.65
599	arm-vein	3.65
600	gun-knife	3.65
601	give-put	3.65
602	muscle-bone	3.65
603	employer-employee	3.65
604	medium-news	3.65
605	telephone-booth	3.63
606	air-helium	3.63
607	north-west	3.63
608	menu-order	3.62
609	go-allow	3.62
610	father-god	3.57
611	sick-crazy	3.57
612	arm-wrist	3.57
613	guy-partner	3.57
614	leave-wander	3.57
615	long-narrow	3.57
616	root-grass	3.55
617	dad-mother	3.55
618	idea-image	3.55
619	nail-thumb	3.55
620	communicate-pray	3.55
621	eye-tear	3.55
622	bed-chair	3.5
623	decade-century	3.48
624	seed-mustard	3.48
625	brother-son	3.48
626	car-bicycle	3.47
627	money-diamond	3.42
628	bed-couch	3.42
629	lady-gentleman	3.42
630	nail-hand	3.42
631	shoulder-head	3.42
632	game-fun	3.42
633	car-highway	3.4
634	bathroom-bedroom	3.4
635	blood-marrow	3.4
636	bed-bedroom	3.4
637	guy-girl	3.33
638	bread-flour	3.33
639	room-bath	3.33
640	woman-man	3.33
641	trial-verdict	3.33
642	apartment-hotel	3.33
643	window-door	3.33
644	finger-palm	3.33
645	curve-angle	3.33
646	dinner-breakfast	3.33
647	fail-discourage	3.33
648	bee-queen	3.27
649	clothes-closet	3.27
650	king-princess	3.27
651	target-arrow	3.25
652	man-sentry	3.25
653	winner-goal	3.23
654	disc-computer	3.2
655	pursue-persuade	3.17
656	cup-cone	3.17
657	groom-bride	3.17
658	chemistry-theory	3.17
659	strong-proud	3.17
660	elbow-ankle	3.13
661	men-fraternity	3.13
662	body-nerve	3.13
663	confidence-self	3.12
664	college-profession	3.12
665	loop-belt	3.1
666	bathroom-kitchen	3.1
667	aunt-nephew	3.1
668	tongue-throat	3.1
669	atom-carbon	3.1
670	forget-ignore	3.07
671	molecule-air	3.05
672	animal-person	3.05
673	page-paragraph	3.03
674	rod-curtain	3.03
675	horse-ox	3.02
676	mother-wife	3.02
677	clothes-drawer	3.02
678	bed-blanket	3.02
679	speak-hear	3.02
680	put-hang	3.0
681	danger-disease	3.0
682	child-adult	2.98
683	please-plead	2.98
684	diet-salad	2.98
685	bring-send	2.97
686	absorb-withdraw	2.97
687	church-choir	2.95
688	night-dawn	2.95
689	cow-goat	2.93
690	girl-maid	2.93
691	word-page	2.92
692	leg-arm	2.88
693	body-shoulder	2.88
694	apple-juice	2.88
695	wood-paper	2.88
696	join-acquire	2.85
697	dinner-chicken	2.85
698	bride-princess	2.8
699	throat-nose	2.8
700	bar-cage	2.8
701	bee-ant	2.78
702	winner-candidate	2.78
703	accept-recommend	2.75
704	car-factory	2.75
705	arm-knee	2.75
706	rice-bean	2.72
707	liver-lung	2.7
708	multiply-add	2.7
709	horn-drum	2.68
710	hat-coat	2.67
711	wagon-container	2.65
712	modest-ashamed	2.65
713	kill-defend	2.63
714	bottom-side	2.63
715	become-seem	2.63
716	roof-floor	2.62
717	wall-decoration	2.62
718	bring-restore	2.62
719	father-daughter	2.62
720	try-think	2.62
721	friend-teacher	2.62
722	borrow-beg	2.62
723	ball-cannon	2.58
724	home-state	2.58
725	book-theme	2.58
726	motor-boat	2.57
727	car-horn	2.57
728	comprehend-satisfy	2.55
729	word-clue	2.53
730	leave-remain	2.53
731	pot-appliance	2.53
732	friend-mother	2.53
733	bone-neck	2.53
734	word-newspaper	2.47
735	take-leave	2.47
736	rough-frigid	2.47
737	sunset-sunrise	2.47
738	head-nail	2.47
739	pact-condition	2.45
740	ceiling-cathedral	2.42
741	go-come	2.42
742	come-bring	2.42
743	fragile-frigid	2.38
744	dog-horse	2.38
745	happiness-luck	2.38
746	street-car	2.38
747	hound-fox	2.38
748	winter-summer	2.38
749	tax-income	2.38
750	cat-rabbit	2.37
751	boat-car	2.37
752	meat-sandwich	2.35
753	room-bed	2.35
754	stomach-vein	2.35
755	arithmetic-rhythm	2.35
756	ball-costume	2.32
757	owe-lend	2.32
758	game-trick	2.32
759	add-divide	2.3
760	clothes-button	2.3
761	foot-head	2.3
762	wife-husband	2.3
763	chocolate-pie	2.27
764	sun-sky	2.27
765	keep-borrow	2.25
766	boat-anchor	2.25
767	give-borrow	2.22
768	adult-baby	2.22
769	bell-door	2.2
770	south-north	2.2
771	people-party	2.2
772	boy-soldier	2.15
773	money-pearl	2.1
774	nurse-scientist	2.08
775	apple-candy	2.08
776	area-corner	2.07
777	book-topic	2.07
778	strange-sly	2.07
779	spoon-cup	2.02
780	happy-young	2.0
781	classroom-hallway	2.0
782	woman-secretary	1.98
783	get-put	1.98
784	fun-football	1.97
785	door-cellar	1.97
786	sly-strange	1.97
787	card-bridge	1.97
788	bread-cheese	1.95
789	student-professor	1.95
790	boy-partner	1.9
791	house-key	1.9
792	tower-bell	1.9
793	bar-jail	1.9
794	top-side	1.9
795	man-victor	1.9
796	lawyer-banker	1.88
797	night-day	1.88
798	require-inquire	1.82
799	god-devil	1.8
800	organize-become	1.77
801	borrow-want	1.77
802	formula-log	1.77
803	dog-cat	1.75
804	multiply-divide	1.75
805	ball-glove	1.75
806	accept-deny	1.75
807	floor-ceiling	1.73
808	borrow-sell	1.73
809	door-kitchen	1.67
810	door-floor	1.67
811	send-attend	1.67
812	meat-bread	1.67
813	ball-basket	1.67
814	birthday-year	1.67
815	river-valley	1.67
816	hose-garden	1.67
817	dirty-cheap	1.6
818	destroy-make	1.6
819	lemon-tea	1.6
820	author-reader	1.6
821	restless-young	1.6
822	get-remain	1.6
823	sinner-saint	1.6
824	accept-deliver	1.58
825	old-new	1.58
826	arm-neck	1.58
827	beauty-age	1.58
828	encourage-discourage	1.58
829	alley-bowl	1.53
830	ignorance-intelligence	1.5
831	receive-give	1.47
832	mad-glad	1.45
833	argument-agreement	1.45
834	disorganize-organize	1.45
835	give-deny	1.43
836	hip-lip	1.43
837	chicken-rice	1.43
838	apple-sauce	1.43
839	reality-illusion	1.42
840	house-carpet	1.38
841	biography-fiction	1.38
842	hard-simple	1.38
843	breathe-choke	1.37
844	arrive-leave	1.33
845	box-elevator	1.32
846	box-hat	1.3
847	water-salt	1.3
848	begin-quit	1.28
849	apartment-furniture	1.28
850	happy-angry	1.28
851	wealth-poverty	1.27
852	box-cigar	1.25
853	oil-mink	1.23
854	short-long	1.23
855	god-prey	1.23
856	bacon-bean	1.22
857	butter-potato	1.22
858	forget-learn	1.18
859	diet-apple	1.18
860	honest-guilty	1.18
861	narrow-broad	1.18
862	gun-dawn	1.18
863	portray-decide	1.18
864	great-awful	1.17
865	do-quit	1.17
866	dumb-clever	1.17
867	steal-buy	1.13
868	salad-vinegar	1.13
869	school-law	1.13
870	car-gauge	1.13
871	mouse-cat	1.12
872	easy-big	1.12
873	different-normal	1.08
874	jail-choice	1.08
875	winner-presence	1.08
876	send-receive	1.08
877	heart-surgery	1.08
878	ignore-ask	1.07
879	lose-keep	1.05
880	keep-give	1.05
881	agree-differ	1.05
882	reality-fantasy	1.03
883	car-elevator	1.03
884	denial-confession	1.03
885	wide-narrow	1.03
886	modest-flexible	0.98
887	bring-complain	0.98
888	choice-vein	0.98
889	meal-waist	0.98
890	destruction-construction	0.98
891	arrange-require	0.98
892	go-sell	0.97
893	brother-soul	0.97
894	leave-appear	0.97
895	sad-funny	0.95
896	car-bridge	0.95
897	happy-mad	0.95
898	hard-easy	0.95
899	leave-enter	0.95
900	forget-know	0.92
901	bed-hospital	0.92
902	destroy-construct	0.92
903	couch-baseball	0.88
904	give-know	0.88
905	fraternity-baseball	0.88
906	old-fresh	0.87
907	difficult-simple	0.87
908	remind-forget	0.87
909	car-hose	0.87
910	succeed-fail	0.83
911	accept-reject	0.83
912	portray-notify	0.78
913	pupil-president	0.78
914	lose-get	0.77
915	find-disappear	0.77
916	agree-argue	0.77
917	dumb-intelligent	0.75
918	modern-ancient	0.73
919	weird-normal	0.72
920	bottom-top	0.7
921	worker-camera	0.68
922	fraternity-door	0.68
923	hymn-conquest	0.68
924	task-woman	0.68
925	task-straw	0.68
926	enter-owe	0.68
927	hole-wife	0.68
928	people-gun	0.68
929	liquor-band	0.68
930	pollution-president	0.68
931	nice-cruel	0.67
932	bad-terrific	0.65
933	unnecessary-necessary	0.63
934	create-destroy	0.63
935	forget-retain	0.63
936	tiny-huge	0.6
937	sharp-dull	0.6
938	sly-tough	0.58
939	bath-trick	0.58
940	cent-wife	0.58
941	course-stomach	0.58
942	apple-sunshine	0.58
943	easy-difficult	0.58
944	woman-fur	0.58
945	smart-dumb	0.55
946	spend-save	0.55
947	dull-funny	0.55
948	easy-tough	0.52
949	give-steal	0.5
950	people-balloon	0.48
951	bath-wife	0.48
952	people-cent	0.48
953	camera-president	0.48
954	gun-trick	0.48
955	night-chapter	0.48
956	deck-mouse	0.48
957	task-highway	0.48
958	mouse-management	0.48
959	presence-door	0.48
960	large-flexible	0.48
961	chapter-choice	0.48
962	dumb-rare	0.48
963	doctor-temper	0.48
964	condition-boy	0.48
965	trick-size	0.48
966	bowl-tail	0.48
967	huge-dumb	0.48
968	wife-straw	0.4
969	dollar-people	0.4
970	ignore-explore	0.4
971	bath-balloon	0.4
972	rice-boy	0.4
973	remind-sell	0.4
974	stomach-bedroom	0.4
975	bicycle-bedroom	0.4
976	log-bath	0.4
977	hymn-straw	0.4
978	dentist-colonel	0.4
979	absence-presence	0.4
980	belief-flower	0.4
981	endurance-band	0.4
982	flower-endurance	0.4
983	terrific-mad	0.4
984	fresh-wide	0.4
985	cent-size	0.4
986	liquor-century	0.4
987	bad-great	0.35
988	princess-island	0.3
989	container-mouse	0.3
990	ankle-window	0.3
991	cliff-tail	0.3
992	hole-agreement	0.3
993	island-task	0.3
994	gun-fur	0.3
995	chapter-tail	0.3
996	dirty-narrow	0.3
997	new-ancient	0.23
998	shrink-grow	0.23
